id,name,street,postcode,city,province,lat,lon,starbucks_store_id,store_url,osm_id,source
alsea-sbux-041,Starbucks Gran Via 4,4 Gran Via Colon Street,18010,Granada,Granada,37.17628,-3.59765,53733-285971,https://www.starbucks.co.uk/store-locator/53733-285971/gran-via-4,node/6033811985,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-042,Starbucks C.C. Momentum Plaza,"Momentum Plaza Shopping Center, 4 S'Olivera Avenue. Magaluf, Calvia",07181,Palma,Illes Balears,39.50616,2.53216,55377-289216,https://www.starbucks.co.uk/store-locator/55377-289216/c.c.-momentum-plaza,node/6367124810,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-043,Starbucks Cort Mallorca - Saint Andrews,14 Cort Square,07001,Palma,Illes Balears,39.56981,2.65037,51261-277926,https://www.starbucks.co.uk/store-locator/51261-277926/cort-mallorca---saint-andrews,node/4938239421,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-044,Starbucks Porto Pi C.C. Palma de Mallorca,Avenida de Gabriel Roca 54 Ponent 07015 Palma de Mallorca,07015,Palma,Illes Balears,39.5511,2.62179,85262-314138,https://www.starbucks.co.uk/store-locator/85262-314138/porto-pi-cc-palma-de-mallorca,node/12913181789,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-045,Starbucks Logrono C.C. Berceo,C C Berceo Calle Lerida 1 26006 LogronoLa Rioja,26006,Logroño,La Rioja,42.46286,-2.42053,91198-317078,https://www.starbucks.co.uk/store-locator/91198-317078/logrono-cc-berceo,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-046,Starbucks C.C. Los Alisios,"Los Alisios Shopping Center, 15 GC-308 Road. Las Palmas Gran Canaria",35018,Las Palmas de Gran Canaria,Las Palmas,28.09455,-15.47687,53272-284627,https://www.starbucks.co.uk/store-locator/53272-284627/c.c.-los-alisios,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-047,Starbucks El Corte Inglés Mesa y Lopez,ECI MESA Y LOPEZ,35007,Las Palmas de Gran Canaria,Las Palmas,28.13454,-15.43159,51504-267116,https://www.starbucks.co.uk/store-locator/51504-267116/eci-mesa-y-lopez,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-048,Starbucks Meloneras,C.C. Boulevard El Faro. Planta baja. Parcela HB1. Urb Meloneras 2-A,35100,Las Palmas de Gran Canaria,Las Palmas,27.73626,-15.60117,57374-291465,https://www.starbucks.co.uk/store-locator/57374-291465/sbux-meloneras,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-049,Starbucks Las Rozas Village (Kiosk),"C. Juan Ramen Jimenez, 3, 28232 Las Rozas de Madrid, Madrid",28232,Las Rozas de Madrid,Madrid,40.51886,-3.90272,86028-315878,https://www.starbucks.co.uk/store-locator/86028-315878/las-rozas-village-kiosk,node/13289081684,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-050,Starbucks Alcala,1 2 Alcala Street,28014,Madrid,Madrid,40.4179,-3.69948,40410-83446,https://www.starbucks.co.uk/store-locator/40410-83446/alcala,node/623953553,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-051,Starbucks Conde Penalver,Conde Pe alver 10,28006,Madrid,Madrid,40.42624,-3.67543,31501-103703,https://www.starbucks.co.uk/store-locator/31501-103703/conde-penalver,node/5475288768,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-052,Starbucks Diversia,"Heron Diversia Leisure Centre, 21-23 Bruselas Avenue",28100,Madrid,Madrid,40.53023,-3.63845,40412-86343,https://www.starbucks.co.uk/store-locator/40412-86343/diversia,node/6922980729,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-053,Starbucks E C I Pozuelo,Camino dsel cerro d elos gamos 2 Pozuelo 28224 Madrid,28224,Madrid,Madrid,40.4629,-3.80774,23899-311663,https://www.starbucks.co.uk/store-locator/23899-311663/e-c-i-pozuelo,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-054,Starbucks Gran Via 58,58 Gran Via,28013,Madrid,Madrid,40.42188,-3.70807,40427-95781,https://www.starbucks.co.uk/store-locator/40427-95781/gran-via-58,node/600212333,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-055,Starbucks Islazul,Islazul Shopping Center,28054,Madrid,Madrid,40.36399,-3.73743,32471-108694,https://www.starbucks.co.uk/store-locator/32471-108694/islazul,node/10961531579,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-056,Starbucks Juan Bravo 16,16 Juan Bravo Street,28006,Madrid,Madrid,40.43273,-3.68347,32533-107812,https://www.starbucks.co.uk/store-locator/32533-107812/juan-bravo-16,node/1359795118,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-057,Starbucks La Gavia,La Gavia Shopping Center Local B118,28051,Madrid,Madrid,40.36899,-3.59852,1371-125250,https://www.starbucks.co.uk/store-locator/1371-125250/la-gavia,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-058,Starbucks Madrid Calle Montera 38,Calle de la Montera 38,28013,Madrid,Madrid,40.41925,-3.7017,68511-303550,https://www.starbucks.co.uk/store-locator/68511-303550/madrid-calle-montera-38,node/184049441,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-059,Starbucks Madrid Cea Bermudez 63,Calle Cea Bermudez 63 Madrid,28003,Madrid,Madrid,40.43894,-3.71614,80992-310265,https://www.starbucks.co.uk/store-locator/80992-310265/madrid-cea-bermudez-63,node/11327858636,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-060,Starbucks Madrid Gran Via 46,C Gran Via 46 28013 Madrid,28013,Madrid,Madrid,40.4205,-3.70604,78810-308861,https://www.starbucks.co.uk/store-locator/78810-308861/madrid-gran-via-46,node/184049491,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-061,Starbucks Madrid Plaza Santa Cruz 6,Plaza Santa Cruz 6 Madrid,28012,Madrid,Madrid,40.41533,-3.70564,83424-313059,https://www.starbucks.co.uk/store-locator/83424-313059/madrid-plaza-santa-cruz-6,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-062,Starbucks Madrid Serrano 41,calle Serrano 41 Madrid 28001,28001,Madrid,Madrid,40.42852,-3.68757,83423-313060,https://www.starbucks.co.uk/store-locator/83423-313060/madrid-serrano-41,,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
alsea-sbux-063,Starbucks Montera 8,C/ Montera 8,28013,Madrid,Madrid,40.41782,-3.70273,57512-291639,https://www.starbucks.co.uk/store-locator/57512-291639/montera-8,node/3644961945,Starbucks store locator (starbucks.co.uk/api/v2/stores) vía AllThePlaces run 2026-09-19 spider starbucks_eu
